t,value
1741053914,2004
1741053915,2004
1741053916,2004
1741053917,2004
1741053918,2004
1741053919,2004
1741053920,2004
1741053921,2004
1741053922,2004
1741053923,2004
1741053924,2004
1741053925,2004
1741053926,2004
1741053927,2004
1741053928,2004
1741053929,2004
1741053930,2004
1741053931,2004
1741053932,2004
1741053933,2004
1741053934,2004
1741053935,2004
1741053936,2004
1741053937,2004
1741053938,2004
1741053939,2004
1741053940,2004
1741053941,2004
1741053942,2004
1741053943,2004
1741053944,2004
1741053945,2004
1741053946,2004
1741053947,2004
1741053948,2004
1741053949,2004
1741053950,2004
1741053951,2004
1741053953,2004
1741053954,2004
1741053955,2004
1741053955,2004
1741053955,0
