t,value
1741051508,0
1741051509,0
1741051510,0
1741051511,0
1741051512,0
1741051513,0
1741051514,0
1741051515,0
1741051516,0
1741051517,0
1741051518,0
1741051519,0
1741051520,0
1741051521,0
1741051522,0
1741051523,0
1741051524,0
1741051525,0
1741051526,0
1741051527,0
1741051528,0
1741051529,0
1741051530,0
1741051531,0
1741051532,0
1741051533,0
1741051534,0
1741051535,0
1741051536,0
1741051537,0
1741051538,0
1741051539,0
1741051540,0
1741051541,2
1741051542,6
1741051543,6
1741051545,6
1741051546,26
1741051547,27
1741051548,28
1741051548,28
1741051548,28
