t,count
1741052832,0
1741052833,0
1741052834,0
1741052835,1
1741052836,1
1741052837,1
1741052838,1
1741052839,1
1741052840,1
1741052841,1
1741052842,1
1741052843,1
1741052844,1
1741052845,1
1741052846,1
1741052847,1
1741052848,1
1741052849,1
1741052850,1
1741052852,1
1741052853,1
1741052854,1
1741052855,3
1741052856,5
1741052857,18
1741052858,18
1741052859,18
1741052860,18
1741052861,18
1741052862,18
1741052863,18
1741052864,18
1741052865,18
1741052866,18
1741052867,18
1741052868,18
1741052869,18
1741052870,18
1741052871,18
1741052872,18
1741052872,18
1741052872,18
1741052873,18
