t,value
1741050522,2004
1741050524,2004
1741050525,2004
1741050526,2004
1741050527,2004
1741050528,2004
1741050529,2004
1741050530,2004
1741050531,2004
1741050532,2004
1741050533,2004
1741050534,2004
1741050535,2004
1741050536,2004
1741050537,2004
1741050538,2004
1741050539,2004
1741050540,2004
1741050541,2004
1741050542,2004
1741050543,2004
1741050544,2004
1741050545,2004
1741050546,2004
1741050547,2004
1741050548,2004
1741050549,2004
1741050550,2004
1741050551,2004
1741050552,2004
1741050553,2004
1741050554,2004
1741050555,2004
1741050556,2004
1741050557,2004
1741050558,2004
1741050559,2004
1741050560,2001
1741050561,2001
1741050562,2001
1741050563,2001
1741050564,2001
1741050565,2001
1741050566,1999
1741050567,1999
1741050567,1999
1741050567,0
