t,value
1741053100,2004
1741053101,2004
1741053102,2004
1741053103,2004
1741053104,2004
1741053105,2004
1741053106,2004
1741053107,2004
1741053108,2004
1741053109,2004
1741053110,2004
1741053111,2004
1741053112,2004
1741053113,2004
1741053114,2004
1741053115,2004
1741053116,2004
1741053117,2004
1741053118,2004
1741053119,2004
1741053120,2004
1741053121,2004
1741053122,2004
1741053123,2004
1741053124,2004
1741053125,2004
1741053126,2004
1741053127,2004
1741053128,2004
1741053129,2004
1741053130,2004
1741053131,2004
1741053132,2004
1741053133,2004
1741053134,2004
1741053135,2004
1741053136,2004
1741053137,2004
1741053138,2004
1741053139,2004
1741053140,2004
1741053141,2004
1741053143,2004
1741053144,2004
1741053145,2004
1741053145,2004
1741053145,0
