t,count
1741054389,5
1741054390,5
1741054391,5
1741054392,5
1741054393,5
1741054394,5
1741054395,5
1741054396,5
1741054397,5
1741054398,5
1741054399,5
1741054400,6
1741054401,6
1741054402,6
1741054403,6
1741054404,6
1741054405,7
1741054406,7
1741054407,7
1741054408,7
1741054409,8
1741054410,8
1741054411,8
1741054412,10
1741054413,10
1741054414,10
1741054415,11
1741054416,11
1741054417,13
1741054418,13
1741054419,17
1741054420,33
1741054421,33
1741054422,33
1741054423,33
1741054424,34
1741054425,56
1741054426,73
1741054427,109
1741054428,109
1741054428,109
1741054428,109
