t,value
1741054389,0
1741054390,0
1741054391,0
1741054392,0
1741054393,0
1741054394,0
1741054395,0
1741054396,0
1741054397,0
1741054398,0
1741054399,0
1741054400,8
1741054401,8
1741054402,8
1741054403,8
1741054404,8
1741054405,8
1741054406,8
1741054407,8
1741054408,8
1741054409,9
1741054410,9
1741054411,9
1741054412,9
1741054413,9
1741054414,9
1741054415,9
1741054416,9
1741054417,9
1741054418,9
1741054419,10
1741054420,10
1741054421,10
1741054422,10
1741054423,10
1741054424,10
1741054425,10
1741054426,10
1741054427,10
1741054428,10
1741054428,10
1741054428,10
