t,count
1741053167,0
1741053168,0
1741053169,0
1741053170,0
1741053171,0
1741053172,0
1741053173,0
1741053174,0
1741053175,0
1741053176,0
1741053177,0
1741053178,0
1741053179,0
1741053180,0
1741053181,0
1741053182,0
1741053183,0
1741053184,0
1741053186,0
1741053187,0
1741053188,0
1741053189,0
1741053190,0
1741053191,0
1741053192,19
1741053193,38
1741053194,64
1741053195,72
1741053196,72
1741053197,72
1741053198,72
1741053199,72
1741053200,72
1741053201,72
1741053202,72
1741053203,72
1741053204,72
1741053205,72
1741053206,72
1741053207,72
1741053208,72
1741053209,72
1741053210,72
1741053211,72
1741053212,72
1741053213,72
1741053214,72
1741053215,72
1741053215,72
1741053215,72
1741053216,72
