t,count
1741053978,5
1741053979,5
1741053980,5
1741053981,5
1741053982,5
1741053983,5
1741053984,5
1741053985,5
1741053986,5
1741053987,5
1741053988,5
1741053989,6
1741053990,6
1741053991,6
1741053992,6
1741053993,6
1741053994,6
1741053995,7
1741053996,7
1741053997,7
1741053998,7
1741053999,10
1741054000,10
1741054001,10
1741054002,10
1741054003,10
1741054004,11
1741054005,13
1741054006,13
1741054007,21
1741054008,39
1741054009,40
1741054010,40
1741054011,41
1741054012,54
1741054013,91
1741054014,136
1741054015,160
1741054015,160
1741054015,160
