t,value
1741054520,0
1741054521,0
1741054522,0
1741054523,0
1741054524,0
1741054525,0
1741054526,0
1741054527,0
1741054528,0
1741054529,138
1741054530,138
1741054531,138
1741054532,138
1741054533,138
1741054534,138
1741054535,138
1741054536,138
1741054537,138
1741054539,138
1741054540,192
1741054541,192
1741054542,192
1741054543,192
1741054544,192
1741054545,192
1741054546,192
1741054547,192
1741054548,192
1741054549,192
1741054550,192
1741054551,192
1741054552,192
1741054553,192
1741054554,192
1741054555,192
1741054556,192
1741054557,192
1741054558,192
1741054559,192
1741054560,317
1741054561,317
1741054562,317
1741054563,317
1741054564,317
1741054565,317
1741054566,317
1741054566,317
1741054566,317
1741054566,317
