t,value
1741052030,0
1741052031,0
1741052032,0
1741052033,0
1741052034,0
1741052035,0
1741052036,0
1741052037,0
1741052038,0
1741052039,0
1741052040,107934792
1741052041,107934792
1741052042,107934792
1741052043,107934792
1741052044,107934792
1741052045,107934792
1741052046,107934792
1741052047,107934792
1741052048,107934792
1741052049,138652008
1741052050,138652008
1741052051,138652008
1741052052,138652008
1741052053,138652008
1741052054,138652008
1741052055,138652008
1741052056,138652008
1741052057,138652008
1741052058,138652008
1741052059,179038528
1741052060,179038528
1741052061,179038528
1741052062,179038528
1741052063,179038528
1741052064,179038528
1741052065,179038528
1741052066,179038528
1741052067,179038528
1741052068,179038528
1741052070,224563768
1741052070,224563768
1741052070,224563768
1741052070,224563768
