t,value
1741051898,13400000000
1741051899,15020000000
1741051900,15800000000
1741051901,16580000000
1741051902,17530000000
1741051903,18410000000
1741051904,19020000000
1741051905,19590000000
1741051906,20610000000
1741051907,21900000000
1741051908,22400000000
1741051909,22900000000
1741051910,23400000000
1741051911,24750000000
1741051912,26990000000
1741051913,27920000000
1741051914,28730000000
1741051915,30850000000
1741051916,32020000000
1741051917,32790000000
1741051918,33480000000
1741051919,36920000000
1741051920,38090000000
1741051921,39150000000
1741051922,39700000000
1741051923,41650000000
1741051924,43400000000
1741051925,44740000000
1741051926,47240000000
1741051927,49460000000
1741051928,53780000000
1741051929,62070000000
1741051930,63710000000
1741051931,64480000000
1741051932,67240000000
1741051933,70550000000
1741051934,75330000000
1741051935,84370000000
1741051936,91710000000
1741051937,98930000000
1741051938,103260000000
1741051938,103320000000
1741051938,103350000000
1741051938,103730000000
