t,count
1741052294,5
1741052295,5
1741052296,5
1741052297,5
1741052298,5
1741052299,5
1741052300,5
1741052301,5
1741052302,5
1741052303,5
1741052304,5
1741052305,5
1741052306,5
1741052307,5
1741052308,6
1741052309,7
1741052310,7
1741052311,7
1741052312,7
1741052313,7
1741052314,7
1741052315,9
1741052316,9
1741052317,9
1741052318,10
1741052319,11
1741052320,11
1741052321,13
1741052322,13
1741052324,19
1741052325,34
1741052326,34
1741052327,34
1741052328,36
1741052329,50
1741052330,86
1741052331,86
1741052332,98
1741052333,131
1741052334,169
1741052335,198
1741052336,227
1741052336,227
1741052336,227
1741052336,227
