t,value
1741052294,2004
1741052295,2004
1741052296,2004
1741052297,2004
1741052298,2004
1741052299,2004
1741052300,2004
1741052301,2004
1741052302,2004
1741052303,2004
1741052304,2004
1741052305,2004
1741052306,2004
1741052307,2004
1741052308,2004
1741052309,2004
1741052310,2004
1741052311,2004
1741052312,2004
1741052313,2004
1741052314,2004
1741052315,2004
1741052316,2004
1741052317,2004
1741052318,2004
1741052319,2004
1741052320,2004
1741052321,2004
1741052322,2004
1741052324,2004
1741052325,2004
1741052326,2004
1741052327,2004
1741052328,2004
1741052329,2004
1741052330,2004
1741052331,2004
1741052332,2004
1741052333,2004
1741052334,2004
1741052335,2004
1741052336,2004
1741052336,2004
1741052336,2004
1741052336,0
