t,value
1741052294,13430000000
1741052295,15120000000
1741052296,15940000000
1741052297,16730000000
1741052298,17800000000
1741052299,18540000000
1741052300,19160000000
1741052301,19860000000
1741052302,20870000000
1741052303,22160000000
1741052304,22650000000
1741052305,23120000000
1741052306,23690000000
1741052307,25530000000
1741052308,27620000000
1741052309,28390000000
1741052310,29720000000
1741052311,31590000000
1741052312,32850000000
1741052313,33590000000
1741052314,34300000000
1741052315,37120000000
1741052316,38550000000
1741052317,39370000000
1741052318,39720000000
1741052319,41700000000
1741052320,43010000000
1741052321,44360000000
1741052322,45980000000
1741052324,49110000000
1741052325,55140000000
1741052326,58590000000
1741052327,59950000000
1741052328,61340000000
1741052329,63160000000
1741052330,68350000000
1741052331,80890000000
1741052332,90020000000
1741052333,101290000000
1741052334,112570000000
1741052335,122780000000
1741052336,126720000000
1741052336,126870000000
1741052336,126900000000
1741052336,127300000000
