t,value
1741051049,0
1741051050,0
1741051051,0
1741051052,0
1741051053,0
1741051054,0
1741051055,0
1741051056,0
1741051057,8
1741051058,8
1741051059,8
1741051060,8
1741051061,8
1741051062,8
1741051064,8
1741051065,8
1741051066,8
1741051067,8
1741051068,10
1741051069,10
1741051070,10
1741051071,10
1741051072,10
1741051073,10
1741051074,10
1741051075,10
1741051076,10
1741051077,10
1741051078,11
1741051079,11
1741051080,11
1741051081,11
1741051082,11
1741051083,11
1741051084,11
1741051085,11
1741051086,11
1741051087,11
1741051088,14
1741051089,14
1741051090,14
1741051091,14
1741051091,14
1741051092,14
1741051092,14
