t,value
1741051700,2004
1741051701,2004
1741051702,2004
1741051703,2004
1741051704,2004
1741051705,2004
1741051706,2004
1741051707,2004
1741051708,2004
1741051709,2004
1741051710,2004
1741051711,2004
1741051712,2004
1741051713,2004
1741051714,2004
1741051715,2004
1741051716,2004
1741051717,2004
1741051718,2004
1741051719,2004
1741051720,2004
1741051721,2004
1741051722,2004
1741051723,2004
1741051724,2004
1741051725,2004
1741051726,2004
1741051727,2004
1741051728,2004
1741051729,2004
1741051730,2004
1741051731,2004
1741051732,2004
1741051733,2004
1741051734,2004
1741051735,2004
1741051736,2004
1741051737,2004
1741051738,2004
1741051739,2004
1741051740,2004
1741051741,2004
1741051742,2004
1741051743,2004
1741051743,2004
1741051743,0
