t,count
1741048574,0
1741048575,0
1741048576,0
1741048577,0
1741048578,0
1741048579,0
1741048580,0
1741048581,0
1741048582,0
1741048583,0
1741048584,0
1741048585,0
1741048586,0
1741048587,0
1741048588,0
1741048589,0
1741048590,0
1741048591,0
1741048592,0
1741048593,0
1741048594,0
1741048595,0
1741048596,0
1741048597,0
1741048598,0
1741048599,0
1741048600,0
1741048601,0
1741048602,0
1741048603,0
1741048604,0
1741048605,0
1741048606,0
1741048607,0
1741048608,0
1741048609,0
1741048610,0
1741048611,0
1741048612,164
1741048613,164
1741048614,172
1741048615,172
1741048616,172
1741048617,172
1741048619,172
1741048620,400
1741048621,405
1741048622,423
1741048623,456
1741048624,481
1741048625,485
1741048626,488
1741048627,488
1741048627,488
1741048627,488
