t,value
1741048574,0
1741048575,0
1741048576,0
1741048577,0
1741048578,0
1741048579,0
1741048580,0
1741048581,0
1741048582,0
1741048583,0
1741048584,0
1741048585,0
1741048586,0
1741048587,0
1741048588,0
1741048589,114555040
1741048590,114555040
1741048591,114555040
1741048592,114555040
1741048593,114555040
1741048594,114555040
1741048595,114555040
1741048596,114555040
1741048597,114555040
1741048598,114555040
1741048599,153137664
1741048600,153137664
1741048601,153137664
1741048602,153137664
1741048603,153137664
1741048604,153137664
1741048605,153137664
1741048606,153137664
1741048607,153137664
1741048608,153137664
1741048609,192218344
1741048610,192218344
1741048611,192218344
1741048612,192218344
1741048613,192218344
1741048614,192218344
1741048615,192218344
1741048616,192218344
1741048617,192218344
1741048619,192218344
1741048620,220819440
1741048621,220819440
1741048622,220819440
1741048623,220819440
1741048624,220819440
1741048625,220819440
1741048626,220819440
1741048627,220819440
1741048627,220819440
1741048627,220819440
