t,value
1741052359,0
1741052360,0
1741052361,0
1741052362,0
1741052363,0
1741052364,0
1741052365,0
1741052366,0
1741052367,0
1741052368,0
1741052369,106957736
1741052370,106957736
1741052371,106957736
1741052372,106957736
1741052373,106957736
1741052374,106957736
1741052375,106957736
1741052376,106957736
1741052377,106957736
1741052378,139562136
1741052379,139562136
1741052380,139562136
1741052381,139562136
1741052382,139562136
1741052383,139562136
1741052384,139562136
1741052385,139562136
1741052386,139562136
1741052387,139562136
1741052388,180436648
1741052389,180436648
1741052390,180436648
1741052391,180436648
1741052392,180436648
1741052393,180436648
1741052394,180436648
1741052396,180436648
1741052397,180436648
1741052398,180436648
1741052399,227681088
1741052400,227681088
1741052401,227681088
1741052402,227681088
1741052402,227681088
1741052402,227681088
1741052402,227681088
