t,value
1741052359,2004
1741052360,2004
1741052361,2004
1741052362,2004
1741052363,2004
1741052364,2004
1741052365,2004
1741052366,2004
1741052367,2004
1741052368,2004
1741052369,2004
1741052370,2004
1741052371,2004
1741052372,2004
1741052373,2004
1741052374,2004
1741052375,2004
1741052376,2004
1741052377,2004
1741052378,2004
1741052379,2004
1741052380,2004
1741052381,2004
1741052382,2004
1741052383,2004
1741052384,2004
1741052385,2004
1741052386,2004
1741052387,2004
1741052388,2004
1741052389,2004
1741052390,2004
1741052391,2004
1741052392,2004
1741052393,2004
1741052394,2004
1741052396,2004
1741052397,2004
1741052398,2003
1741052399,2003
1741052400,2003
1741052401,2003
1741052402,2003
1741052402,2003
1741052402,2003
1741052402,0
