t,count
1741051379,5
1741051380,5
1741051381,5
1741051382,5
1741051383,5
1741051384,5
1741051385,5
1741051386,5
1741051387,6
1741051388,6
1741051389,6
1741051390,6
1741051391,6
1741051392,6
1741051393,6
1741051394,6
1741051395,7
1741051396,7
1741051397,8
1741051398,8
1741051399,8
1741051400,9
1741051401,10
1741051402,10
1741051403,10
1741051404,10
1741051405,11
1741051406,11
1741051407,14
1741051408,14
1741051409,16
1741051410,22
1741051411,22
1741051412,22
1741051413,24
1741051414,30
1741051415,60
1741051416,60
1741051418,61
1741051419,96
1741051420,132
1741051421,146
1741051422,184
1741051423,185
1741051424,217
1741051425,250
1741051425,264
1741051425,264
1741051425,264
