t,value
1741054592,0
1741054593,0
1741054594,0
1741054595,0
1741054596,0
1741054597,0
1741054598,0
1741054599,0
1741054600,0
1741054601,0
1741054602,0
1741054603,0
1741054604,0
1741054605,0
1741054606,0
1741054607,0
1741054608,0
1741054609,0
1741054610,0
1741054611,0
1741054612,0
1741054613,0
1741054614,0
1741054615,0
1741054616,0
1741054617,0
1741054618,0
1741054619,0
1741054620,0
1741054621,0
1741054622,6
1741054623,6
1741054624,6
1741054625,4
1741054626,0
1741054627,16
1741054628,6
1741054629,0
1741054629,0
1741054629,0
1741054630,0
