t,value
1741051766,0
1741051767,0
1741051768,0
1741051769,0
1741051770,0
1741051771,0
1741051772,0
1741051773,0
1741051774,0
1741051775,0
1741051776,0
1741051777,0
1741051778,3
1741051779,3
1741051780,3
1741051781,3
1741051782,3
1741051783,3
1741051784,3
1741051785,3
1741051786,3
1741051787,3
1741051789,4
1741051790,4
1741051791,4
1741051792,4
1741051793,4
1741051794,4
1741051795,4
1741051796,4
1741051797,4
1741051798,4
1741051799,5
1741051800,5
1741051801,5
1741051802,5
1741051803,5
1741051804,5
1741051805,5
1741051806,5
1741051807,5
1741051807,5
1741051807,5
1741051807,5
