t,value
1741051766,0
1741051767,0
1741051768,0
1741051769,0
1741051770,0
1741051771,0
1741051772,0
1741051773,0
1741051774,0
1741051775,0
1741051776,0
1741051777,0
1741051778,8193
1741051779,8193
1741051780,8193
1741051781,8193
1741051782,8193
1741051783,8193
1741051784,8193
1741051785,8193
1741051786,8193
1741051787,8193
1741051789,32769
1741051790,32769
1741051791,32769
1741051792,32769
1741051793,32769
1741051794,32769
1741051795,32769
1741051796,32769
1741051797,32769
1741051798,32769
1741051799,32769
1741051800,32769
1741051801,32769
1741051802,32769
1741051803,32769
1741051804,32769
1741051805,32769
1741051806,32769
1741051807,32769
1741051807,32769
1741051807,32769
1741051807,32769
