t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1741051766,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051767,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051768,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051769,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051770,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051771,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051772,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051773,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051774,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051775,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051776,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051777,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051778,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051779,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051780,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051781,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051782,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051783,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051784,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051785,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051786,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051787,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051789,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051790,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051791,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051792,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051793,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051794,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051795,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051796,18,704,115.833333,5,172.898895,50.000000,133.000000,704.000000,704.000000,704.000000,704.000000
1741051797,18,704,115.833333,5,172.898895,50.000000,133.000000,704.000000,704.000000,704.000000,704.000000
1741051798,36,704,115.833333,5,172.898895,47.000000,133.000000,704.000000,704.000000,704.000000,704.000000
1741051799,36,704,115.833333,5,172.898895,47.000000,133.000000,704.000000,704.000000,704.000000,704.000000
1741051800,36,704,115.833333,5,172.898895,47.000000,133.000000,704.000000,704.000000,704.000000,704.000000
1741051801,36,704,115.833333,5,172.898895,47.000000,133.000000,704.000000,704.000000,704.000000,704.000000
1741051802,42,704,101.291117,1,163.053743,47.000000,114.000000,364.000000,704.000000,704.000000,704.000000
1741051803,108,704,108.871164,1,154.769061,47.000000,154.000000,379.000000,667.000000,704.000000,704.000000
1741051804,108,704,108.871164,1,154.769061,47.000000,154.000000,379.000000,667.000000,704.000000,704.000000
1741051805,151,704,116.393057,1,148.250910,47.000000,196.000000,379.000000,667.000000,704.000000,704.000000
1741051806,249,704,89.512865,1,130.069040,27.000000,133.000000,361.000000,395.000000,667.000000,704.000000
1741051807,354,1183,81.548256,1,136.151276,19.000000,113.000000,315.000000,395.000000,667.000000,1183.000000
1741051807,361,1183,84.112094,1,147.440740,19.000000,113.000000,361.000000,538.000000,704.000000,1183.000000
1741051807,361,1183,84.112094,1,147.440740,19.000000,113.000000,361.000000,538.000000,704.000000,1183.000000
1741051807,361,1183,84.112094,1,147.440740,19.000000,113.000000,361.000000,538.000000,704.000000,1183.000000
