t,value
1741051766,0
1741051767,0
1741051768,0
1741051769,0
1741051770,0
1741051771,0
1741051772,0
1741051773,0
1741051774,0
1741051775,0
1741051776,0
1741051777,0
1741051778,251
1741051779,251
1741051780,251
1741051781,251
1741051782,251
1741051783,251
1741051784,251
1741051785,251
1741051786,251
1741051787,251
1741051789,383
1741051790,383
1741051791,383
1741051792,383
1741051793,383
1741051794,383
1741051795,383
1741051796,383
1741051797,383
1741051798,383
1741051799,637
1741051800,637
1741051801,637
1741051802,637
1741051803,637
1741051804,637
1741051805,637
1741051806,637
1741051807,637
1741051807,637
1741051807,637
1741051807,637
