t,value
1741051961,0
1741051962,0
1741051963,0
1741051964,0
1741051965,0
1741051966,0
1741051967,0
1741051968,0
1741051969,0
1741051970,0
1741051971,0
1741051972,0
1741051973,0
1741051974,0
1741051976,0
1741051977,0
1741051978,0
1741051979,0
1741051980,0
1741051981,0
1741051982,0
1741051983,0
1741051984,0
1741051985,0
1741051986,0
1741051987,0
1741051988,0
1741051989,0
1741051990,0
1741051991,0
1741051992,0
1741051993,0
1741051994,0
1741051995,0
1741051996,0
1741051997,0
1741051998,2
1741051999,9
1741052000,9
1741052001,9
1741052002,25
1741052003,42
1741052004,60
1741052005,60
1741052006,64
1741052006,64
1741052006,64
1741052007,64
