t,value
1741051961,0
1741051962,0
1741051963,0
1741051964,0
1741051965,0
1741051966,0
1741051967,0
1741051968,0
1741051969,0
1741051970,0
1741051971,0
1741051972,0
1741051973,0
1741051974,267
1741051976,267
1741051977,267
1741051978,267
1741051979,267
1741051980,267
1741051981,267
1741051982,267
1741051983,267
1741051984,267
1741051985,409
1741051986,409
1741051987,409
1741051988,409
1741051989,409
1741051990,409
1741051991,409
1741051992,409
1741051993,409
1741051994,446
1741051995,446
1741051996,446
1741051997,446
1741051998,446
1741051999,446
1741052000,446
1741052001,446
1741052002,446
1741052003,446
1741052004,837
1741052005,837
1741052006,837
1741052006,837
1741052006,837
1741052007,837
