t,count
1741051961,0
1741051962,0
1741051963,0
1741051964,0
1741051965,0
1741051966,0
1741051967,0
1741051968,0
1741051969,0
1741051970,0
1741051971,0
1741051972,0
1741051973,0
1741051974,0
1741051976,0
1741051977,0
1741051978,0
1741051979,0
1741051980,0
1741051981,0
1741051982,0
1741051983,0
1741051984,0
1741051985,0
1741051986,0
1741051987,0
1741051988,0
1741051989,0
1741051990,0
1741051991,0
1741051992,0
1741051993,0
1741051994,0
1741051995,0
1741051996,0
1741051997,0
1741051998,0
1741051999,0
1741052000,0
1741052001,0
1741052002,185820
1741052003,231654
1741052004,341631
1741052005,341631
1741052006,444512
1741052006,444512
1741052006,444512
1741052007,444512
