t,value
1741051961,0
1741051962,0
1741051963,0
1741051964,0
1741051965,0
1741051966,0
1741051967,0
1741051968,0
1741051969,0
1741051970,0
1741051971,0
1741051972,0
1741051973,0
1741051974,8193
1741051976,8193
1741051977,8193
1741051978,8193
1741051979,8193
1741051980,8193
1741051981,8193
1741051982,8193
1741051983,8193
1741051984,8193
1741051985,32769
1741051986,32769
1741051987,32769
1741051988,32769
1741051989,32769
1741051990,32769
1741051991,32769
1741051992,32769
1741051993,32769
1741051994,32769
1741051995,32769
1741051996,32769
1741051997,32769
1741051998,32769
1741051999,32769
1741052000,32769
1741052001,32769
1741052002,32769
1741052003,32769
1741052004,4228945
1741052005,4228945
1741052006,4228945
1741052006,4228945
1741052006,4228945
1741052007,4228945
