t,count
1741050985,0
1741050986,0
1741050987,0
1741050988,0
1741050989,0
1741050990,0
1741050991,0
1741050992,0
1741050993,0
1741050994,0
1741050996,0
1741050997,0
1741050998,0
1741050999,0
1741051000,0
1741051001,0
1741051002,0
1741051003,0
1741051004,0
1741051005,0
1741051006,0
1741051007,0
1741051008,0
1741051009,0
1741051010,0
1741051011,0
1741051012,0
1741051013,0
1741051014,0
1741051015,0
1741051016,0
1741051017,0
1741051018,0
1741051019,0
1741051020,0
1741051021,90
1741051022,101
1741051023,101
1741051024,104
1741051025,110
1741051025,110
1741051025,110
1741051025,110
