t,value
1741051639,0
1741051640,0
1741051641,0
1741051642,0
1741051643,0
1741051644,0
1741051646,0
1741051647,0
1741051648,0
1741051649,0
1741051650,0
1741051651,0
1741051652,0
1741051653,0
1741051654,0
1741051655,0
1741051656,0
1741051657,0
1741051658,0
1741051659,0
1741051660,0
1741051661,0
1741051662,0
1741051663,0
1741051664,0
1741051665,0
1741051666,0
1741051667,0
1741051668,0
1741051669,0
1741051670,0
1741051671,0
1741051672,2
1741051673,5
1741051674,5
1741051675,25
1741051676,26
1741051676,26
1741051676,26
1741051676,26
