t,value
1741051639,0
1741051640,0
1741051641,0
1741051642,0
1741051643,0
1741051644,0
1741051646,0
1741051647,0
1741051648,0
1741051649,0
1741051650,0
1741051651,0
1741051652,0
1741051653,0
1741051654,0
1741051655,0
1741051656,0
1741051657,0
1741051658,0
1741051659,0
1741051660,463
1741051661,463
1741051662,463
1741051663,463
1741051664,463
1741051665,463
1741051666,463
1741051667,463
1741051668,463
1741051669,463
1741051670,46301
1741051671,227156
1741051672,893130
1741051673,893130
1741051674,1052370
1741051675,27810878
1741051676,27810878
1741051676,27810878
1741051676,27810878
1741051676,27810878
