t,value
1741049389,2004
1741049390,2004
1741049391,2004
1741049392,2004
1741049393,2004
1741049394,2004
1741049395,2004
1741049396,2004
1741049397,2004
1741049398,2004
1741049399,2004
1741049400,2004
1741049401,2004
1741049402,2004
1741049403,2004
1741049404,2004
1741049405,2004
1741049406,2004
1741049407,2004
1741049408,2004
1741049409,2004
1741049410,2004
1741049411,2004
1741049412,2004
1741049413,2004
1741049414,2004
1741049415,2004
1741049416,2004
1741049417,2004
1741049418,2004
1741049419,2004
1741049420,2004
1741049421,2004
1741049422,2004
1741049423,2004
1741049425,2004
1741049426,2004
1741049427,2004
1741049428,2004
1741049429,2004
1741049430,2004
1741049430,2004
1741049430,2004
1741049430,0
