t,count
1741050169,0
1741050170,0
1741050171,0
1741050172,0
1741050174,0
1741050175,0
1741050176,0
1741050177,0
1741050178,0
1741050179,0
1741050180,0
1741050181,0
1741050182,0
1741050183,0
1741050184,0
1741050185,0
1741050186,0
1741050187,0
1741050188,0
1741050189,0
1741050190,0
1741050191,0
1741050192,0
1741050193,0
1741050194,0
1741050195,0
1741050196,0
1741050197,20
1741050198,27
1741050199,27
1741050200,43
1741050201,59
1741050202,59
1741050203,59
1741050204,59
1741050205,59
1741050206,59
1741050207,59
1741050208,59
1741050209,59
1741050210,59
1741050211,59
1741050212,59
1741050213,59
1741050214,59
1741050215,59
1741050216,59
1741050217,59
1741050218,59
1741050219,59
1741050220,59
1741050220,59
1741050220,59
1741050220,59
