t,value
1741053238,0
1741053240,0
1741053241,0
1741053242,0
1741053243,0
1741053244,0
1741053245,0
1741053246,0
1741053247,0
1741053248,0
1741053249,0
1741053250,0
1741053251,0
1741053252,0
1741053253,0
1741053254,0
1741053255,0
1741053256,0
1741053257,0
1741053258,0
1741053259,0
1741053260,0
1741053261,0
1741053262,0
1741053263,0
1741053264,0
1741053265,0
1741053266,0
1741053267,0
1741053268,0
1741053269,9
1741053270,9
1741053271,9
1741053272,9
1741053273,9
1741053274,25
1741053275,25
1741053276,29
1741053277,30
1741053278,30
1741053278,30
1741053278,30
