t,value
1741053238,2004
1741053240,2004
1741053241,2004
1741053242,2004
1741053243,2004
1741053244,2004
1741053245,2004
1741053246,2004
1741053247,2004
1741053248,2004
1741053249,2004
1741053250,2004
1741053251,2004
1741053252,2004
1741053253,2004
1741053254,2004
1741053255,2004
1741053256,2004
1741053257,2004
1741053258,2004
1741053259,2004
1741053260,2004
1741053261,2004
1741053262,2004
1741053263,2004
1741053264,2004
1741053265,2004
1741053266,2004
1741053267,2004
1741053268,2004
1741053269,2004
1741053270,2004
1741053271,2004
1741053272,2004
1741053273,2001
1741053274,2001
1741053275,2001
1741053276,2001
1741053277,2001
1741053278,2001
1741053278,2001
1741053278,0
