t,count
1741053238,5
1741053240,5
1741053241,5
1741053242,5
1741053243,5
1741053244,5
1741053245,5
1741053246,5
1741053247,5
1741053248,5
1741053249,5
1741053250,5
1741053251,5
1741053252,6
1741053253,7
1741053254,7
1741053255,7
1741053256,7
1741053257,7
1741053258,7
1741053259,9
1741053260,9
1741053261,9
1741053262,10
1741053263,11
1741053264,11
1741053265,11
1741053266,13
1741053267,13
1741053268,22
1741053269,42
1741053270,42
1741053271,42
1741053272,46
1741053273,69
1741053274,92
1741053275,92
1741053276,116
1741053277,128
1741053278,133
1741053278,133
1741053278,133
