t,value
1741053238,13330000000
1741053240,15010000000
1741053241,15770000000
1741053242,16610000000
1741053243,17740000000
1741053244,18400000000
1741053245,18960000000
1741053246,19740000000
1741053247,20980000000
1741053248,21990000000
1741053249,22480000000
1741053250,22980000000
1741053251,23920000000
1741053252,26220000000
1741053253,27570000000
1741053254,28400000000
1741053255,30320000000
1741053256,31980000000
1741053257,33000000000
1741053258,33700000000
1741053259,34600000000
1741053260,38220000000
1741053261,39800000000
1741053262,40280000000
1741053263,40880000000
1741053264,42260000000
1741053265,43690000000
1741053266,45050000000
1741053267,48080000000
1741053268,51480000000
1741053269,58660000000
1741053270,62010000000
1741053271,62670000000
1741053272,64430000000
1741053273,67900000000
1741053274,72820000000
1741053275,83260000000
1741053276,92630000000
1741053277,96620000000
1741053278,97950000000
1741053278,98000000000
1741053278,98130000000
