t,count
1741053300,5
1741053301,5
1741053302,5
1741053303,5
1741053304,5
1741053305,5
1741053306,5
1741053307,5
1741053308,5
1741053309,5
1741053310,5
1741053311,5
1741053312,5
1741053313,6
1741053314,6
1741053315,6
1741053316,7
1741053317,7
1741053318,7
1741053319,7
1741053320,9
1741053321,9
1741053322,10
1741053323,10
1741053324,10
1741053325,11
1741053326,11
1741053327,11
1741053329,11
1741053330,11
1741053331,13
1741053332,13
1741053333,14
1741053334,32
1741053335,75
1741053336,76
1741053337,76
1741053338,76
1741053339,76
1741053340,118
1741053341,154
1741053342,186
1741053343,187
1741053344,219
1741053345,262
1741053346,292
1741053347,312
1741053347,317
1741053347,317
1741053348,317
