t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1741050029,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050030,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050031,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050032,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050033,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050034,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050035,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050036,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050037,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050038,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050039,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050040,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050041,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050042,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050043,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050044,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050045,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050046,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050047,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050048,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050049,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050050,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050051,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050052,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050053,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050054,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050055,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050056,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050057,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050058,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050059,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050060,24,414,104.250000,5,133.411409,50.000000,133.000000,414.000000,414.000000,414.000000,414.000000
1741050061,24,414,104.250000,5,133.411409,50.000000,133.000000,414.000000,414.000000,414.000000,414.000000
1741050063,24,414,104.250000,5,133.411409,50.000000,133.000000,414.000000,414.000000,414.000000,414.000000
1741050064,48,414,104.250000,5,133.411409,47.000000,133.000000,414.000000,414.000000,414.000000,414.000000
1741050065,48,414,104.250000,5,133.411409,47.000000,133.000000,414.000000,414.000000,414.000000,414.000000
1741050066,48,414,104.250000,5,133.411409,47.000000,133.000000,414.000000,414.000000,414.000000,414.000000
1741050067,54,414,94.222145,1,128.317815,47.000000,133.000000,414.000000,414.000000,414.000000,414.000000
1741050068,74,498,104.086206,1,129.286257,48.000000,133.000000,414.000000,414.000000,498.000000,498.000000
1741050069,167,498,110.475048,1,126.965378,50.000000,162.000000,414.000000,498.000000,498.000000,498.000000
1741050070,199,498,107.585445,1,125.400680,50.000000,162.000000,414.000000,498.000000,498.000000,498.000000
1741050071,219,498,109.617636,1,125.844714,50.000000,162.000000,414.000000,498.000000,498.000000,498.000000
1741050072,239,498,111.318401,1,126.189978,52.000000,162.000000,414.000000,498.000000,498.000000,498.000000
1741050073,248,498,111.682264,1,125.064986,52.000000,182.000000,414.000000,498.000000,498.000000,498.000000
1741050074,268,498,113.064100,1,125.422787,55.000000,194.000000,414.000000,498.000000,498.000000,498.000000
1741050075,288,498,114.273128,1,125.722550,55.000000,196.000000,414.000000,498.000000,498.000000,498.000000
1741050076,337,498,116.251491,1,125.258567,55.000000,196.000000,414.000000,498.000000,498.000000,498.000000
1741050077,397,498,114.947110,1,120.241195,55.000000,197.000000,287.000000,498.000000,498.000000,498.000000
1741050078,465,1825,117.746640,1,164.895789,55.000000,197.000000,287.000000,498.000000,498.000000,1825.000000
1741050079,477,1825,115.481567,1,163.311352,55.000000,196.000000,287.000000,498.000000,498.000000,1825.000000
1741050079,477,1825,115.481567,1,163.311352,55.000000,196.000000,287.000000,498.000000,498.000000,1825.000000
1741050079,477,1825,115.481567,1,163.311352,55.000000,196.000000,287.000000,498.000000,498.000000,1825.000000
