t,value
1741049964,0
1741049965,0
1741049966,0
1741049967,0
1741049968,0
1741049969,0
1741049970,0
1741049971,0
1741049972,0
1741049973,0
1741049974,0
1741049975,0
1741049976,0
1741049977,0
1741049978,0
1741049979,0
1741049980,0
1741049981,0
1741049982,0
1741049983,0
1741049984,0
1741049985,0
1741049986,0
1741049987,0
1741049988,0
1741049989,0
1741049990,0
1741049991,0
1741049992,0
1741049993,0
1741049994,0
1741049996,0
1741049997,4
1741049998,4
1741049999,4
1741050000,4
1741050001,4
1741050002,1
1741050003,2
1741050004,0
1741050005,0
1741050005,0
1741050005,0
1741050005,0
