t,value
1741049964,0
1741049965,0
1741049966,0
1741049967,0
1741049968,0
1741049969,0
1741049970,0
1741049971,0
1741049972,0
1741049973,0
1741049974,0
1741049975,0
1741049976,0
1741049977,8
1741049978,8
1741049979,8
1741049980,8
1741049981,8
1741049982,8
1741049983,8
1741049984,8
1741049985,8
1741049986,8
1741049987,10
1741049988,10
1741049989,10
1741049990,10
1741049991,10
1741049992,10
1741049993,10
1741049994,10
1741049996,10
1741049997,10
1741049998,11
1741049999,11
1741050000,11
1741050001,11
1741050002,11
1741050003,11
1741050004,11
1741050005,11
1741050005,11
1741050005,11
1741050005,11
