t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1741053777,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053779,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053780,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053781,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053782,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053783,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053784,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053785,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053786,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053787,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053788,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053789,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053790,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053791,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053792,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053793,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053794,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053795,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053796,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053797,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053798,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053799,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053800,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053801,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053802,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053803,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053804,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053805,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053806,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053807,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053808,12,431,109.166667,5,137.321905,52.000000,133.000000,431.000000,431.000000,431.000000,431.000000
1741053809,12,431,109.166667,5,137.321905,52.000000,133.000000,431.000000,431.000000,431.000000,431.000000
1741053810,12,431,109.166667,5,137.321905,52.000000,133.000000,431.000000,431.000000,431.000000,431.000000
1741053811,24,431,109.166667,5,137.321905,52.000000,133.000000,431.000000,431.000000,431.000000,431.000000
1741053812,24,431,109.166667,5,137.321905,52.000000,133.000000,431.000000,431.000000,431.000000,431.000000
1741053813,24,431,109.166667,5,137.321905,52.000000,133.000000,431.000000,431.000000,431.000000,431.000000
1741053814,24,431,109.166667,5,137.321905,52.000000,133.000000,431.000000,431.000000,431.000000,431.000000
1741053815,55,511,96.393730,1,125.900450,47.000000,133.000000,431.000000,431.000000,511.000000,511.000000
1741053816,131,511,100.915889,1,124.936151,47.000000,162.000000,369.000000,511.000000,511.000000,511.000000
1741053817,131,511,100.915889,1,124.936151,47.000000,162.000000,369.000000,511.000000,511.000000,511.000000
1741053819,150,511,104.376650,1,126.152123,48.000000,162.000000,369.000000,511.000000,511.000000,511.000000
1741053820,185,511,107.210595,1,125.021820,48.000000,203.000000,369.000000,511.000000,511.000000,511.000000
1741053821,201,511,107.335354,1,123.334572,50.000000,203.000000,273.000000,511.000000,511.000000,511.000000
1741053822,290,511,105.868299,1,117.282175,50.000000,203.000000,273.000000,511.000000,511.000000,511.000000
1741053822,313,511,103.125886,1,115.749377,48.000000,194.000000,273.000000,431.000000,511.000000,511.000000
1741053822,313,511,103.125886,1,115.749377,48.000000,194.000000,273.000000,431.000000,511.000000,511.000000
1741053823,313,511,103.125886,1,115.749377,48.000000,194.000000,273.000000,431.000000,511.000000,511.000000
