t,value
1741050388,0
1741050389,0
1741050390,0
1741050391,0
1741050392,0
1741050393,0
1741050394,0
1741050395,0
1741050396,0
1741050397,0
1741050398,0
1741050399,0
1741050400,0
1741050401,0
1741050402,0
1741050403,0
1741050404,0
1741050405,175
1741050406,175
1741050407,175
1741050408,175
1741050409,175
1741050410,175
1741050411,175
1741050412,175
1741050413,175
1741050414,175
1741050415,259
1741050416,259
1741050417,259
1741050418,259
1741050419,259
1741050420,259
1741050421,259
1741050422,259
1741050423,259
1741050424,259
1741050425,385
1741050426,385
1741050427,385
1741050429,385
1741050430,385
1741050431,385
1741050432,385
1741050433,385
1741050433,385
1741050433,385
1741050434,385
