t,value
1741049816,2004
1741049817,2004
1741049818,2004
1741049819,2004
1741049820,2004
1741049821,2004
1741049822,2004
1741049823,2004
1741049824,2004
1741049825,2004
1741049826,2004
1741049827,2004
1741049828,2004
1741049829,2004
1741049830,2004
1741049831,2004
1741049832,2004
1741049833,2004
1741049834,2004
1741049835,2004
1741049836,2004
1741049837,2004
1741049838,2004
1741049839,2004
1741049840,2004
1741049841,2004
1741049842,2004
1741049843,2004
1741049844,2004
1741049845,2004
1741049846,2004
1741049847,2004
1741049848,2004
1741049849,2004
1741049850,2004
1741049851,2004
1741049852,2004
1741049854,2004
1741049855,2004
1741049856,2004
1741049857,2004
1741049858,2004
1741049859,2004
1741049860,2004
1741049861,2004
1741049862,2004
1741049863,2004
1741049864,2004
1741049864,2004
1741049864,0
