t,value
1741050794,0
1741050795,0
1741050797,0
1741050798,0
1741050799,0
1741050800,0
1741050801,0
1741050802,0
1741050803,0
1741050804,0
1741050805,0
1741050806,0
1741050807,0
1741050808,177
1741050809,177
1741050810,177
1741050811,177
1741050812,177
1741050813,177
1741050814,177
1741050815,177
1741050816,177
1741050817,177
1741050818,276
1741050819,276
1741050820,276
1741050821,276
1741050822,276
1741050823,276
1741050824,276
1741050825,276
1741050826,276
1741050827,276
1741050828,276
1741050829,276
1741050830,276
1741050831,276
1741050832,276
1741050833,276
1741050834,276
1741050834,276
1741050834,276
