t,count
1741050794,0
1741050795,0
1741050797,0
1741050798,0
1741050799,0
1741050800,0
1741050801,0
1741050802,0
1741050803,0
1741050804,0
1741050805,0
1741050806,0
1741050807,0
1741050808,0
1741050809,0
1741050810,0
1741050811,0
1741050812,0
1741050813,0
1741050814,0
1741050815,0
1741050816,0
1741050817,0
1741050818,0
1741050819,0
1741050820,0
1741050821,0
1741050822,0
1741050823,0
1741050824,0
1741050825,0
1741050826,0
1741050827,0
1741050828,0
1741050829,467071700
1741050830,2545072100
1741050831,2545072100
1741050832,8180212000
1741050833,8594333900
1741050834,8822931600
1741050834,8822931600
1741050834,8822931600
